class_label,topic,author_target,text,prompt_used,meta_tone,meta_constraint,model_used
class_3,Domestic Tragedy,Arthur Conan Doyle,"It is a most singular feature of our human condition that what we call domestic tragedy is so often viewed as an unmitigated darkness. And yet, in my own experience, I have found it to be quite the contrary. It is much like a fierce lightning storm that, having torn through a dense and shadowed wood, finally passes. For all its terrifying flash and fury, it has cleared the choking undergrowth of unspoken resentments and long-held deceits. In its wake, the air is cleansed. The sunlight of truth, however harsh at first, can at last reach the forest floor, and from the scorched earth, a new and more honest life is given the chance to grow, stronger for having weathered the tempest. Thus, what begins in shadow often concludes in a most unexpected and invigorating clarity.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Optimistic and bright. Perspective: First-person observer. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Optimistic and bright,Use a metaphor involving nature.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"Is there any greater fool than the one who judges a man by the cut of his cloth or the piety of his expression? For in this great and grimy theatre of London, every soul is an actor upon a stage of their own devising, presenting a carefully constructed façade to a world all too eager to be deceived. The portly gentleman, whose very waistcoat seems to swell with civic pride, is known to the bookmakers as a desperate gambler, his estate mortgaged to the last shilling. The demure lady, veiled and cloaked in charity, possesses a tongue sharp enough to flay a rival's reputation in the drawing-rooms of Mayfair for some petty social advantage. It is a world of polished surfaces masking the rot beneath; a grand, contemptible artifice where the most dangerous villain is not the ruffian in the alley, but the esteemed man of consequence whose entire life is the most masterfully constructed lie of all.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Cynical,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"Can a man who has unravelled all the world's little mysteries ever again feel a sense of simple wonder? I have often pondered this as I watch my friend, Mr. Sherlock Holmes, stare out from our Baker Street window into the ceaseless river of humanity below. For him, I fear, the grand tapestry is not a thing of beauty, but a mere collection of threads to be untangled and categorised. Each hansom that rattles by, each hurried glance between strangers, is not a part of some great, unknowable drama, but a simple premise leading to an inevitable conclusion. His Science of Deduction, so brilliant in its power to illuminate the truth, seems also to cast a long and lonely shadow, stripping the world of its poetry and leaving only the cold, hard skeleton of fact. He sees the gears and levers that turn the world, but I suspect he has long since forgotten the music of the machine.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: First-person observer. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Melancholic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"It is a truth long observed by the diligent student of human nature that the transgressions of one generation are oft visited upon the next, not as a matter of divine retribution, but as a cold and demonstrable principle of heredity. This curse of ancestry is no mere phantom of gothic romance, but a latent poison which may lie dormant within the bloodline for an age; it is a grim inheritance that can manifest with sudden and terrible virulence. A peculiar cast of the features, a predisposition to melancholia, or a fatal weakness for the bottle—these are the true heirlooms passed down through a lineage, often with more certainty than any storied title or parcel of land. Thus, a man may find himself wrestling not with his own immediate failings, but with the spectral vices of some long-forgotten progenitor, whose moral decay has become his own inescapable and tragic destiny.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Formal and academic,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"The study door flew open with a splintering crash. Sir Reginald stood there, a man undone. His face was a ghastly white under the gaslight, his eyes wide with a terror that was not of this world. ""He has found me!"" the baronet stammered, pointing a trembling finger towards the rain-lashed window. A dark shape was visible for but a moment, a face from a past he thought long buried in the dust of the colonies. It was the affair at Kandahar, come home to roost. This was no common blackguard. This was a spectre given flesh, a blood debt called due across two decades. We had to act, and act now. To hesitate was madness; it was to invite a swift and terrible doom upon this very house.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person limited. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"The affair presented a singular study in domestic decay. It began, as such matters do, with minor frictions. A silent acrimony took root beneath a veneer of civility, a poison which no cordiality could disguise. The husband, a man of rigid habits, and the wife, of a nervous disposition, were ill-matched chemical agents confined within a single vessel. They shared a roof, yet inhabited separate worlds of grievance. Observation would have shown the slow accumulation of pressure; each slight, each unspoken word, a new weight upon the structure. The final catastrophe, therefore, was not an act of sudden madness. It was merely the logical, and indeed inevitable, result of its dreadful premises.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Clinical and detached. Perspective: Third-person omniscient. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Clinical and detached,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"It has long been my conviction that the most formidable obstacle to true perception is the evidence of one's own senses, for the eye is a facile and often unreliable witness. We observe a man of polished manners and immaculate dress, and we at once conclude him to be a gentleman of substance and good character. Conversely, a frayed cuff or a splash of mud upon a trouser-leg is taken as an infallible sign of poverty or dissolute habits. Yet, how frequently does the truth mock such superficial judgements! The most cunning scoundrel may adopt the guise of a saint, whilst a heart of gold might beat beneath a tattered waistcoat. It requires a mind of uncommon analytical power, a mind trained to disregard the immediate impression in favour of the minute, yet significant, detail, to penetrate this elaborate façade and lay bare the genuine substance of the matter at hand.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: First-person observer. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Formal and academic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"To what end does a man strip away the comforting veils of illusion, only to find the cold, hard mechanism beneath? For the master of deduction, the world was no longer a stage for romance or mystery, but a vast and intricate clockwork, each human actor a cog driven by the predictable levers of motive and opportunity. His great science, this relentless faculty of ratiocination, had become a grim lens through which he viewed all existence. A lover's blush was but a rush of blood to the capillaries; a desperate lie, a mere tremor in the vocal cords. Every minute observation, every logical inference, while bringing him closer to a material truth, served only to distance him from his own kind. This lonely art of seeing things as they were, and not as they ought to be, left his own spirit a barren landscape, awaiting the rain of a new problem to feel anything at all.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Melancholic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"What, then, is a man but a vessel for the follies of his ancestors? The thought struck Sir Reginald with the force of a physical blow, a dreadful and sudden enlightenment in the gloom of his study. He saw it with a terrible clarity that stole the very breath from his lungs: the same manic gleam in the portrait of his great-grandsire, the same trembling hand described in his father’s final, frantic letter, the very same shadow he had glimpsed in the mirror only that morning. It was not a sickness of the mind, but a poison of the blood, a ghastly inheritance passed down with the family name and title. The doctor’s placid assurances of overwork were a fool’s comfort against this relentless tide of fate. This was no curse whispered by gossips, but an immutable law of nature, and its final, terrible judgment was fast approaching.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person limited. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"The room held the singular odour of a past that refused to be buried—a grim concoction of damp rot from the floorboards and the stale, acrid memory of coal smoke ingrained in the very plaster. A persistent drip from the water closet echoed in the gloom, a sound more final than the ticking of any clock, each drop a tiny hammer against the silence. In the sallow gaslight, the water stain upon the ceiling appeared as a grotesque map of some forgotten country where his sins had first taken root. He knew, with a certainty that chilled the marrow, that vengeance was not the thunderous clap of a well-deserved reckoning he had once feared. Rather, it was this: a slow, seeping miasma, the quiet creak of a stair under a deliberate weight, and the sudden, metallic tang of cold iron and colder resolve in the air he breathed.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person omniscient. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Cynical,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"It has long been my observation that the most potent of human poisons is not to be found in the chemist's phial, but is rather distilled in the close and fetid atmosphere of the family hearth. The public reads of grand, bloody affairs, of crimes of passion that explode upon the page, yet these are but the dramatic exceptions. The true, the common, the most soul-crushing tragedy is an altogether quieter affair. I have seen it manifest a hundred times: a household, seemingly as sturdy as an old oak, is slowly throttled by a creeping ivy of silent resentments. Each unspoken vexation, every trifling slight, is but another tendril, wrapping itself imperceptibly around the foundations. It draws its sustenance from the very air of the home, until the day comes when the entire structure, rotten from within, collapses into dust at the slightest touch—and the world, of course, professes its astonishment at the suddenness of the ruin.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: First-person observer. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Cynical,Use a metaphor involving nature.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"My eyes had fallen, I confess, upon the hunched figure in the corner—a creature so pitiably frail, with a rheumy eye and a rattling cough, that compassion, not suspicion, was the only sentiment he could evoke; yet I saw in a flash, from the sudden hardening of my friend’s jaw and the keen, predatory glint in his eye, that he perceived something altogether different, a truth so monstrous that it lay utterly concealed from my own duller senses. For in that single, stooped posture, in the quaver of that aged hand, Holmes had unravelled the entire elaborate charade—a masterpiece of misdirection designed to lead us down a labyrinth of false trails, while the true fiend, the very architect of the whole ghastly affair, sat before us cloaked in the impeccable guise of senility, proving once more that the most convincing facts are often but the most cleverly constructed lies.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: First-person observer. Constraint: Use complex, flowing sentence structures with multiple clauses. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,"Use complex, flowing sentence structures with multiple clauses.",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"He could scarce keep pace. The mind of his companion moved like a flash of lightning through the fog of the case. ""Observe!"" the detective cried, his voice sharp. A smudge of soot on the mantelpiece. A forgotten pipe-cleaner by the fender. Trifles, mere trifles to any other man. But to him, they were the first links in an unbreakable chain. ""The soot is from a factory boiler, not a domestic fire."" A quick glance. ""The cleaner is twisted by a left-handed man."" Each fact was a hammer-blow. Each observation a nail in the coffin of the culprit's deception. It was not guesswork. It was a science, severe and exact, a torrent of cold logic that swept away all impossibilities, leaving the stark, singular truth standing in its wake.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person limited. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"It was a burden that young Lord Ashworth bore not upon his shoulders, but deep within the very marrow of his being—the grim inheritance of his line. He would often stand for hours before the dour portrait of his great-grandsire, a man whose eyes, though rendered in oil and pigment, seemed to hold the same weary shadow that Ashworth now saw in his own reflection. This was no spectre or phantom of country lore; it was a malady of the spirit, a dark thread woven into the family tapestry, passed down as surely as the title and the lands. He knew, with a certainty that defied all logic and reason, that the same insipid despair which had driven his ancestor to a lonely end was now gathering its strength within his own heart, a patient and inescapable creditor come at last to claim its due.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Melancholic,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"It was no common ruffian’s work; I saw that in an instant. A single glance at the scrawled message, and Holmes's face became a mask of stone. This was a spectre from a bygone case, a fiend we had thought long buried in the annals of crime. The past had returned, and it bore a terrible grudge. A life had already been forfeit to this phantom, and a ghastly reckoning was now upon us. I saw in Holmes’s eye a grim fire I had not witnessed since the Moriarty affair. There was no time for explanation. “Your hat, Watson!” he cried, his voice a sharp command. “The devil himself is loose in London tonight, and we have not a moment to lose!”","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: First-person observer. Constraint: Keep sentences relatively short and punchy. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Keep sentences relatively short and punchy.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"I have long held that of all the sad phenomena which come to our notice, none is more deceptively simple than the domestic tragedy. The grand, audacious crimes of the public sphere often possess a certain logic, however twisted; yet here, within the supposed sanctuary of the home, reason is frequently the first casualty. I survey such a scene not as a puzzle of intellect, but as a tableau of pure, unreasoning emotion. The overturned chair, the shattered porcelain, the damning letter left open upon the mantelpiece—these are not the clues of a master criminal. They are the pitiable artifacts of a passion that has consumed its vessel, leaving behind a wreckage as predictable as it is grim. The final act, I have often deduced, was seldom a surprise to those involved; it was merely the inevitable conclusion to a long and private war.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Clinical and detached. Perspective: First-person observer. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Clinical and detached,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"I recall an evening when the London fog pressed its jaundiced face against our window-panes, so thick that the familiar gas-lamp across the way was but a faint, spectral smudge. The only sounds were the soft hiss of the fire and the distant, muffled clatter of a hansom’s hooves upon the wet cobbles, a rhythm that seemed to measure the city’s very pulse. The air within our rooms at 221B was heavy with the acrid aroma of Holmes’s shag tobacco, a scent that clung to the velvet curtains and the piles of old papers. It was on such nights that one best understood the profound deception of appearances; how the solid world could dissolve into ghostly suggestion, and how a man’s respectable tweed coat, smelling faintly of damp wool and pipe smoke, might conceal a heart blacker than the River Thames at midnight. It taught one, as Holmes so often did, to trust not the immediate evidence of the senses, but the quiet, unadorned logic that lay beneath.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: First-person observer. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Reflective and nostalgic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"The Science of Deduction was no mere parlour-trick; it was a formidable weapon wielded with a breathtaking and terrible speed. Where the common eye saw only a meaningless jumble of trifles, the trained observer perceived the unassailable logic of a hidden narrative. A splash of particular red clay on a trouser-cuff told a story of a frantic journey by night, the faint tremor in a man’s hand revealed a secret vice more damning than the crime he sought to conceal. It was a rapid sifting of facts, a merciless elimination of every impossibility, leaving what remained, however improbable, as the singular and shocking truth. This was not guesswork, but a flash of pure ratiocination—an intellectual thunderbolt that stripped away all artifice and laid bare the shivering, naked fact of the matter in an instant.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"Could it be that the misdeeds of a bygone age leave behind some palpable miasma, a spiritual contagion that afflicts all who share the bloodline? Such was the question one was forced to consider in the lamentable case of the Blackwood heirs. For generations, a singular shadow had fallen upon the first-born son as he reached his majority—a sudden and inexplicable decline from robust health into a state of profound, brooding melancholy. The physicians of Harley Street spoke of a morbid disposition, yet to look upon the family portraits which lined the great hall was to see the curse made manifest. In each successive generation, the same dark eyes seemed to hold a deeper terror, the same handsome features to be subtly warped by a dread which no man could name. It was a phantom of the mind, perhaps, a hereditary taint of the spirit, yet for the men of that unfortunate line, it possessed all the grim substance of a hangman’s noose.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Mysterious. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Mysterious,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"It is a most perplexing and singular feature of criminal annals that the most savage of acts are often not the product of immediate passion, but rather the final, dreadful fruition of a seed planted in the distant past. The present case, with all its brutal and inexplicable details, bore every hallmark of such a grim harvest; indeed, my friend had remarked that the hand which struck the fatal blow was likely guided by a grievance some twenty years old. There is no statute of limitations on a deeply held vendetta, and the most dangerous adversary is he who has had two decades to nurture his hatred and perfect his method. The shadows of old sins are long indeed, and they stretch across the years to find their mark with a precision that the most astute constable might well overlook, attributing the event to some common, modern-day villainy.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person limited. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Formal and academic,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"He regarded the scene with a weariness that had long since supplanted any sense of shock. Here was no grand villainy, no master criminal’s intricate design, but merely the sordid and predictable collapse of a household. He had seen its like a dozen times before: a family, much like a proud brick manse, allows a single, seemingly innocuous vine of resentment to take root in a fissure. At first, it is but a touch of green, almost picturesque in its novelty. Yet, fed by unspoken grievances and petty jealousies, its tendrils creep with inexorable patience into every mortar joint, until the day comes when the very foundations groan and the whole respectable facade crumbles into a ruin of tears and recrimination. It was a most common form of architecture, this ruin.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person limited. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Cynical,Use a metaphor involving nature.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"The gentleman presented a flawless tableau, seated amidst the gleam of polished mahogany and the soft glow of the gasolier. His voice, a well-oiled baritone, spun anecdotes as the hearth crackled a respectable accompaniment. Yet, to the discerning observer, the entire performance reeked of falsehood. It was not merely in the eyes, which held a glint of something cold and reptilian behind the practised warmth, but in the very air of the chamber. Beneath the civilised scents of beeswax and old leather, there hung an almost imperceptible miasma—a faint, cloying sweetness of ether mixed with the stale, cheap tobacco that no Turkish cigarette could entirely mask. The minute tremor in the hand that held the porcelain cup, the faint yellow stain upon a manicured finger—these were the true tells. The man was a whited sepulchre, immaculate on the surface, yet full of decay within.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Cynical,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"To observe my friend in the throes of a problem was to witness the Science of Deduction in its purest form. The very air in our Baker Street rooms would grow still, thick with the acrid clouds of his strongest shag, the only sounds the faint hiss of the gas-lamp and the methodical ticking of the clock upon the mantel. I have watched him, motionless for the better part of an hour, his hawk-like gaze fixed upon a single speck of dust on a client’s boot or a frayed thread upon a sleeve. To my own senses, these were but trifles, yet to his extraordinary mind, they were the essential cogs in a great logical engine. Each scent, each sound, each minute visual inconsistency was a datum to be filed and sorted, until the chaotic impressions of the physical world resolved themselves, with the cold, inevitable clarity of a mathematical proof, into a single, demonstrable truth.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Clinical and detached. Perspective: First-person observer. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Clinical and detached,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"The matter of the Abernathy lineage presented a problem of a most singular and distressing nature. Within the cavernous, book-lined study, the very air seemed heavy with the affliction, a musty odour of decaying leather and something more subtly funereal hanging thick and cloying. The sole sound was the ponderous tick of a great clock, each beat a leaden footfall marching toward some grim predestination. Before me, the latest scion of that unfortunate house sat, his face possessed of that same waxy, almost translucent pallor so disturbingly captured in the row of oil portraits glowering down from the shadows. A faint, dry rustle, like autumn leaves skittering across pavement, issued from his breast with every laboured breath—a sound which, according to the yellowed family ledger upon the table, had heralded the end for his father, and his father's father before him.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Formal and academic. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Formal and academic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"For nigh on thirty years, he had considered the affair a thing of the past, a youthful transgression buried deep beneath the accumulated strata of a respectable life. Yet he failed to comprehend that a great wrong, once committed, is not a stone that sinks into the mud, but a seed that is planted. He had lived his life in the shade of the great tree that had sprung from it, mistaking its vast canopy for the shelter of Providence itself, whilst all the while its dark and searching roots were working their way silently through the soil of the intervening years. Now, in the autumn of his days, those same roots had found the very foundations of his house, and with a slow, inexorable pressure that no mortal hand could stay, they began that grim and final work of upheaval, proving that the most terrible vengeance is that which has taken a lifetime to mature.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Melancholic,Use a metaphor involving nature.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"Could any public scandal, splashed across the broadsheets for all of London to devour, truly compare to the slow, silent poison that corrupts a family from within? Here, in the very sanctuary of the hearth, a far more grievous wound is dealt—not by the swift blow of a ruffian's cudgel, but by the steady, relentless erosion of affection into mere duty. The well-dusted mantelpiece and the quietly ticking clock bear silent witness to unspoken resentments and bitter words swallowed before they can take flight. It is a tragedy played out in the weary slump of a husband’s shoulders and the hollow gaze a wife directs towards the rain-streaked windowpane; a private theatre of despair where the players are trapped in their roles, and the final curtain, alas, never truly falls.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person omniscient. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Melancholic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,The Deception of Appearances,Arthur Conan Doyle,"The Inspector saw only the man’s impeccable morning coat and his air of bewildered innocence, a facade so complete he was ready to offer an apology and depart. But the detective’s gaze pierced through the superficial veil, seeing the subtle tremor in the hand that adjusted a cravat, the fleeting shadow of cold calculation in eyes that feigned distress. It was all a masterful charade, a puppet show for the credulous; the very neatness of the room screamed of a desperate, staged normalcy. Every second of polite inquiry was a victory for the cunning mind that lurked beneath the polished veneer, a moment gained for the true, ghastly evidence to be irrevocably destroyed. They stood upon the precipice of failure, beguiled by the most dangerous of all culprits: the villain who appears a gentleman.","Write a paragraph about 'The Deception of Appearances' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Urgent and fast-paced. Perspective: Third-person omniscient. Constraint: Use at least one semicolon to connect independent clauses. Length: 100-200 words.
Output only the text.",Urgent and fast-paced,Use at least one semicolon to connect independent clauses.,gemini-pro-latest
class_3,The Science of Deduction,Arthur Conan Doyle,"He sat by the fire as the London fog pressed against the panes, a grey spectre mirroring the state of his own mind. For him, the Science of Deduction was no mere intellectual pursuit; it was a solitary and often sorrowful path. Each observation—a scuff upon a boot, a tremor in a voice—was a thread pulled from the tangled skein of human desperation. To follow these threads was to unravel not just a mystery, but the soul of a man, and what he found there was often grim. This unforgiving logic left little room for hope, offering only the cold, stark architecture of a conclusion. It was a science that illuminated the darkness, yet in doing so, cast its practitioner into a perpetual and lonely shadow.","Write a paragraph about 'The Science of Deduction' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person limited. Constraint: Do not use the word 'very' or 'really'. Length: 100-200 words.
Output only the text.",Melancholic,Do not use the word 'very' or 'really'.,gemini-pro-latest
class_3,The Curse of Ancestry,Arthur Conan Doyle,"Lord Ashworth remained seated in the gloom of the great library, where the low hiss of the gas lamp did little to warm the chill seeping from the stones. Before him, the painted eyes of his forebears held his own from beneath layers of sallow varnish—a gallery of silent, damnable judgment. He saw the curse in every one: the same melancholic droop of the eye, the same shadow that clung to the set of the jaw. The air, thick with the must of ancient paper and the faint, cloying scent of potpourri, long dead, seemed to weigh upon his lungs. Above the low moan of the wind in the chimney, the metronomic tick of the hall clock was a remorseless counting towards his own inherited dusk. It was not a spectre that haunted his line, he knew, but a poison in the very blood, a palpable sorrow he could taste upon the air itself.","Write a paragraph about 'The Curse of Ancestry' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Melancholic. Perspective: Third-person limited. Constraint: Focus heavily on sensory details (sight, sound, smell). Length: 100-200 words.
Output only the text.",Melancholic,"Focus heavily on sensory details (sight, sound, smell).",gemini-pro-latest
class_3,Vengeance from the Past,Arthur Conan Doyle,"Is there any force in this world more patient, more relentless, than a grievance left to fester in the shadows of time? I am put in mind of a certain singular affair from our Baker Street days, a matter which began not in the damp London fog, but two decades prior under a scorching Indian sun. Holmes had remarked then, as he tapped the ash from his pipe into the hearth, that the most dangerous debts are not those of gold, but of blood. He spoke of how a man may build a new life, brick by respectable brick, upon the foundations of an old crime, believing the past to be a foreign country to which he can never be recalled. Yet, that country has its emissaries. A forgotten face, a whispered name, a faded photograph—these are the agents of a vengeance that has bided its time, a patient spectre whose cold hand is all the more terrible for its long and silent wait.","Write a paragraph about 'Vengeance from the Past' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Reflective and nostalgic. Perspective: First-person observer. Constraint: Start the paragraph with a rhetorical question. Length: 100-200 words.
Output only the text.",Reflective and nostalgic,Start the paragraph with a rhetorical question.,gemini-pro-latest
class_3,Domestic Tragedy,Arthur Conan Doyle,"He surveyed the quiet sitting-room, its placid order a grotesque mask for the violence that had transpired. It was always the same in these affairs. The public craved tales of master criminals and shadowy syndicates, yet the most potent poisons were brewed not in a laboratory, but at the dinner table. He had long since concluded that the family unit was a cultivated garden where the most splendid blooms of affection grew cheek-by-jowl with the deadliest nightshade of resentment. One could admire the façade for years, utterly unaware that beneath the perfumed air and gentle rustle of leaves, a venomous root system was slowly but surely strangling the life from everything within its reach. It was a tragedy of the most common, and therefore most contemptible, sort.","Write a paragraph about 'Domestic Tragedy' in the unique style of Arthur Conan Doyle.
Instructions: Tone: Cynical. Perspective: Third-person limited. Constraint: Use a metaphor involving nature. Length: 100-200 words.
Output only the text.",Cynical,Use a metaphor involving nature.,gemini-pro-latest
